No.,Company,Area,Sub Area,Reportor,Contractor,Type of finding,Topic,Details,Corrective Action,Issue Date,Due Date,Status
2317,MOC,HOT,H-100F,Vinai V.,REPCO (MES),Unsafe Action,SL Performance,Safety Lead REPCO (MES) ไม่มี Sticker งาน IRIS >> ให้ช่าง INDT ดูงานแทน,,5/26/2022,5/26/2022,Closed
2318,MOC,HOT,E-201B,Phasit P.,WTM,Unsafe Condition,Insulation,ไม่ได้ปิดล้อมผ้าใบป้องกันการฟุ้งกระจายของฝุ่น,,5/26/2022,5/26/2022,Closed
2319,MOC,HOT,E-201B,Phasit P.,WTM,Unsafe Condition,Insulation,ไม่สวมใส่ PPE ตามข้อกำหนดงาน Insulation,,5/26/2022,5/26/2022,Closed
2320,MOC,HOT,H-100F,Tiwa A.,RNC,Unsafe Condition,CSE,Blower ไม่หมุน เนื่องจากปลั๊กหลวม,,5/27/2022,5/27/2022,Closed
2321,MOC,UT,PR-7B,Uthai T.,ECE,Near Miss,Lifting,วิทยุสื่อสารที่ใช้ในการให้สัญญาณเครนเครื่อข่ายล่ม และไม่สามารถให้สัญญาณมือได้ เนื่องจากเป็นจุดอับ,,5/27/2022,5/27/2022,Closed
2322,MOC,HOT,H-100F,Orachun S.,RNC,Unsafe Condition,Hot Work,งานตัด Nozzle TLE ปิดล้อมผ้ากันไฟไม่ครอบคลุม เนื่องจากจุดที่ปฏิบัติงานอยู่บนที่สูง,,5/28/2022,5/28/2022,Closed
2323,MOC,HOT,H-100F,Tiwa A.,RNC,Unsafe Condition,Housekeeping,พบคราบโคลนตามพื้น จากงานถอดถาดรองตอนทำ IRIS,,5/28/2022,5/28/2022,Closed
2324,MOC,HOT,H-100F,Vinai V.,RNC,Unsafe Action,PTW & JSA,"Safety Lead งานคว้าน Tube Pass3,4 ไม่ได้ลงชื่อใน PTW (กะดึก)",,5/28/2022,5/28/2022,Closed
2325,MOC,HOT,H-100F,Tiwa A.,RNC,Unsafe Condition,Work at height,ไม่มีการติดตั้ง Hard Barricade ป้องกันการตก ที่ชั้น4,,5/29/2022,5/31/2022,Closed
2326,MOC,HOT,H-100F,Tiwa A.,RNC,Unsafe Condition,Housekeeping,ไม่ได้จัดเก็บเศษ Insulation ที่ชั้น4,,5/29/2022,5/31/2022,Closed
2327,MOC,HOT,H-100F,Vinai V.,RNC,Unsafe Action,PTW & JSA,ไม่ได้ลงชื่อ JSA Talk,,5/29/2022,5/29/2022,Closed
2328,MOC,HOT,H-100F,Orachun S.,RNC,Unsafe Condition,Scaffolding,มีการทำงานซ้ำซ้อนกันของงานติดตั้งนั่งร้านบริษัท BMC และ RNC (Line of fire),,5/30/2022,5/30/2022,Closed
2329,MOC,HOT,H-100F,Tiwa A.,RMS,Unsafe Condition,Housekeeping,"งานเจาะคว้านรู Tube Pass3,4 มีเศษเหล็กหล่นตามผ้าใบ อาจหล่นไปชั้นล่างได้ >> นำแผ่นนั่งร้านมาทำ Bund กันของตก",,5/30/2022,5/30/2022,Closed
2330,MOC,HOT,H-100F,Orachun S.,RMS,Unsafe Condition,Safety Management,งานเจาะคว้าน Tube ชั้น4 แสงสว่างไม่เพียงพอ,,5/31/2022,5/31/2022,Closed
2331,MOC,HOT,H-100F,Orachun S.,RNC,Unsafe Condition,Scaffolding,งานติดตั้งนั่งร้านชั้น 4 ไม่ได้ปิดล้อมพื้นที่ กั้นทางขึ้น-ลงบันได,,5/31/2022,5/31/2022,Closed
2332,MOC,HOT,H-100F,Tiwa A.,RNC,Unsafe Condition,Housekeeping,แผ่นเหล็กปูข้ามรางระบายน้ำ Slide ออกจากฝาราง,,5/31/2022,5/31/2022,Closed
2333,MOC,HOT,H-100F,Tiwa A.,BMC,Unsafe Condition,Lifting,ยกท่อนั่งร้านแบบอุ้มขึ้นไปแล้วไม่ได้ทำการมัดด้วยลวด ให้ทำการมัดด้วยลวดก่อน ที่จะปลดสลิงผ้าใบ เพื่อป้องกันท่อนั่งร้านไหลกองตามพื้นหรืออาจหล่นลงมาได้,,5/31/2022,5/31/2022,Closed
2334,MOC,HOT,H-100F,Vinai V.,REPCO (MES),Unsafe Action,SL Performance,"HOT-CH-005, 006 งานเจาะกลึง Tube Sheet TLE ช่าง PROTECH ลงชื่อตำแหน่ง Safety Lead ซ้ำกัน 2 ชั้น (ชั้น 4,6)",,5/31/2022,5/31/2022,Closed
2335,MOC,HOT,H-100F,Orachun S.,BMC,Unsafe Condition,Housekeeping,วางอุปกรณ์นั่งร้านกีดขวางทางเดิน,,6/1/2022,6/1/2022,Closed
2336,MOC,HOT,H-100F,Tiwa A.,RNC,Unsafe Condition,Housekeeping,จัดวางสายไฟไม่เป็นระเบียบเรียบร้อย >> แจ้งให้ติดตั้งนั่งร้านทำเป็นรางสายไฟและนำ S-Hook มาใช้งาน,,6/1/2022,6/1/2022,Closed
2337,MOC,HOT,H-100F,Tiwa A.,RNC,Unsafe Condition,Work at height,ประแจไม่ได้ผูกเชือกป้องกันของตก,,6/1/2022,6/1/2022,Closed
2338,MOC,HOT,H-100F,Vinai V.,RNC,Unsafe Condition,Lifting,Tag ป.ปลาหลุดและยังไม่ได้เปลี่ยน Sticker เป็นเดือนมิถุนายน,,6/1/2022,6/2/2022,Closed
2339,MOC,HOT,H-100F,Vinai V.,RNC,Unsafe Condition,Lifting,รอกตาเดียวไม่มี Tag inspection,,6/1/2022,6/2/2022,Closed
2340,MOC,HOT,H-100F,Vinai V.,RNC,Unsafe Action,PPE,"ผู้ปฏิบัติงาน install flange pass 1,2 สวมใส่แว่นตาไม่เรียบร้อยและแว่นตาเป็นแบบมืดไม่เหมาะสมในการใช้ในเวลากลางคืน",,6/1/2022,6/1/2022,Closed
2341,MOC,HOT,H-100F,Vinai V.,REPCO (MES),Unsafe Action,PTW & JSA,งานยกขนย้ายอุปกรณ์โดยใช้เครนเปิดเป็น Work ความเสี่ยงต่ำ (LH),,6/1/2022,6/1/2022,Closed
2342,MOC,HOT,H-100F,Rueng A-morn M.,RNC,Unsafe Condition,Housekeeping,วางเหล็กกีดขวางทางเดิน มีโอกาสเดินสะดุดล้มได้,,6/1/2022,6/1/2022,Closed
2343,MOC,HOT,H-100F,Rueng A-morn M.,RNC,Unsafe Action,Work at height,ผู้ปฏิบัติงานเดินลาก Hook ขูด Grating >> แจ้งให้เก็บสาย Safety Harness ให้เรียบร้อย,,6/1/2022,6/1/2022,Closed
2344,MOC,HOT,H-100F,Rueng A-morn M.,RNC,Unsafe Condition,Lifting,นั่งร้านแขวนรอกรับน้ำหนักสำหรับงานดึง Tebe TLE ไม่มี Tag,,6/1/2022,6/2/2022,Closed
2345,MOC,HOT,H-100F,Orachun S.,RNC,Unsafe Condition,Work at height,งานดึง Tube Pass3 ไม่มีคอกกั้น,,6/2/2022,6/6/2022,Closed
2346,MOC,HOT,H-100F,Tiwa A.,RNC,Unsafe Action,Work at height,ผู้ปฏิบัติงานประกอบ Structure ชั้น 7 คล้องเกี่ยว Safety Harness จุดที่ไม่มั่นคง,,6/2/2022,6/2/2022,Closed
2347,MOC,HOT,H-100F,Vinai V.,MOC (OPE),Unsafe Condition,Others,แผ่น Grating กระดก,,6/2/2022,6/30/2022,Closed
2348,MOC,HOT,H-100F,Vinai V.,RNC,Unsafe Action,SL Performance,Safety Lead ลงชื่อไว้ใน Work permit แต่ไม่ได้อยู่ควบคุมที่หน้างาน,,6/2/2022,6/2/2022,Closed
2349,MOC,HOT,H-100F,Rueng A-morn M.,RNC,Unsafe Condition,Safety Management,งานดึง Tube TLE ชั้น7 แสงสว่างไม่เพียงพอ,,6/2/2022,6/2/2022,Closed
2350,MOC,UT,PR-7B,Uthai T.,ECE,Unsafe Condition,Work at height,วางตู้เชื่อมไว้บนคานปูน,,6/2/2022,6/2/2022,Closed
2351,MOC,HOT,H-100F,Orachun S.,RNC,Unsafe Condition,Tools & Equipment,Manifold air ไม่มี Pressure gauge (ยังไม่ได้นำมาใช้งาน),,6/3/2022,6/3/2022,Closed
2352,MOC,HOT,H-100F,Tiwa A.,RNC,Unsafe Condition,Work at height,ยังไม่ได้ติดตั้ง Tempo Handrail หลังจากติดตั้งนั่งร้าน Line HTC2,,6/3/2022,6/3/2022,Closed
2353,MOC,HOT,H-100F,Orachun S.,MOC (OPE),Unsafe Condition,Environmental,ไฟแสงสว่างถนนด้านหน้าเตาและทางเดินขึ้นบันไดไม่ติด 3 ดวง,,6/3/2022,6/3/2022,Closed
2354,MOC,HOT,H-100F,Vinai V.,RNC,Unsafe Condition,Lifting,ผูกมัดสลิงผ้าใบต่อกันเพื่อต๋งอุปกรณ์ >> เปลี่ยนเป็นคล้องกันไว้,,6/3/2022,6/3/2022,Closed
2355,MOC,UT,New Clarify,Thongmai U.,ATP,Unsafe Condition,Tools & Equipment,ตะแกรงดักเขม่า Generater อุดตัน,,6/3/2022,6/3/2022,Closed
2356,MOC,HOT,H-100F,Vinai V.,RNC,Unsafe Condition,Hot Work,งาน Buff ไม่ได้ปิดล้อมผ้ากันไฟป้องกันสะเก็ดลวด,,6/4/2022,6/4/2022,Closed
2357,MOC,HOT,H-100F,Tiwa A.,BMC,Unsafe Condition,Housekeeping,กองเก็บอุปกรณ์นั่งร้านไว้ใต้ Furnace,,6/4/2022,6/4/2022,Closed
2358,MOC,HOT,H-100F,Vinai V.,RNC,Unsafe Condition,Others,เชือกที่นำเข้ามาใช้งานพับเก็บไว้กับ Pipe มีลักษณะเป็นขุย >> เปลี่ยนเส้นใหม่,,6/4/2022,6/4/2022,Closed
2359,MOC,ARU,H-830,MOC OPE,REPCO (EE),Near Miss,Others,ขณะเดิน Log sheet routine พบเห็นหลอดไฟที่ H-830 ไม่ติดสักดวงเดียว,,6/5/2022,6/5/2022,Closed
2360,MOC,HOT,H-100F,Vinai V.,RNC,Unsafe Action,SL Performance,Safety Lead ไม่เพียงพอ ให้ Safety Lead ที่ไม่มี Sticker CSE ควบคุมงาน HW I ด้านใน CSE >> Rotate SL ที่มี Sticker CSE ชั้นบน มาควบคุมงานแทน,,6/5/2022,6/5/2022,Closed
2361,MOC,HOT,H-100F,Vinai V.,RNC,Unsafe Action,Housekeeping,แขวนกระเป๋า Half Mask กับอุปกรณ์ Plant,,6/5/2022,6/5/2022,Closed
2362,MOC,HOT,H-100F,Thongmai U.,RNC,Unsafe Condition,Work at height,มีการทำงานซ้ำซ้อนกันระหว่างงาน Remove coil กับงานแก้ไขนั่งร้านด้านใน fire Box >> แจ้งให้หยุดงานติดตั้งนั่งร้าน,,6/5/2022,6/5/2022,Closed
2363,MOC,HOT,H-100F,Thongmai U.,RNC,Unsafe Condition,Work at height,งาน Remove Coil ชั้น1 ปิดกั้นพื้นที่ไม่ครอบคลุม,,6/5/2022,6/5/2022,Closed
2364,MOC,HOT,H-100F,Phasit P.,RNC,Unsafe Condition,Scaffolding,ไม่ได้ผูกมัดแผ่น Plate รองขานั่งร้าน,,6/5/2022,6/5/2022,Closed
2365,MOC,HOT,H-100F,Orachun S.,RNC,Unsafe Action,PTW & JSA,ประเมินความเสี่ยงงานประกอบ Tolley Beam ไม่ครอบคลุม,,6/6/2022,6/6/2022,Closed
2366,MOC,HOT,H-100F,Tiwa A.,RNC,Unsafe Action,PPE,ไม่สวมใส่ถุงมือขณะปฏิบัติงาน PT test ,,6/6/2022,6/6/2022,Closed
2367,MOC,HOT,H-100F,Vinai V.,RNC,Unsafe Condition,Work at height,ผู้ปฏิบัติงานใช้แผ่นนั่งร้านวางพาด (ผูกมัดไม่แน่น) เพื่อยืนทำงานเจียร/ แต่ง Bevel Venturie ซึ่งพื้นที่เป็นจุดที่มีความเสี่ยงต่อการตกจากที่สูง  ,,6/6/2022,6/6/2022,Closed
2368,MOC,HOT,H-100F,Rueng A-morn M.,RNC,Unsafe Condition,Tools & Equipment,ใช้ Spotlight ที่อยู่ในสภาพชำรุด,,6/6/2022,6/6/2022,Closed
2369,MOC,UT,New Clarify,Thongmai U.,ATP,Unsafe Action,Lifting,มีผู้ปฏิบัติงานยืนอยู่ใน Line of fire ขณะที่เครนกำลังยก Bucket Concrete ไปเทยังจุดงาน,,6/6/2022,6/6/2022,Closed
2370,MOC,HOT,H-100F,Tiwa A.,RNC,Unsafe Condition,Lifting,ใช้ตะขอรอกต๋งเกี่ยวชิ้นงานไม่ปลอดภัย >> นำ Eye bolt มาใส่,,6/7/2022,6/7/2022,Closed
2371,MOC,HOT,H-100F,Tiwa A.,RNC,Unsafe Condition,Lifting,Tolley Beam ชั้น 4 ไม่ได้ติดตั้ง Stopper,,6/7/2022,6/7/2022,Closed
2372,MOC,HOT,ด้านหลัง H-120R,Orachun S.,RNC,Unsafe Condition,Housekeeping,วางถุง Big Bag ที่ใส่ Insulation ทิ้งไว้ กีดขวางทางเดินข้ามจาก Furnace ไป Quench Area,,6/7/2022,6/10/2022,Closed
2373,MOC,HOT,H-100F,Vinai V.,RNC,Unsafe Condition,Transportation,รถเทรลเลอร์ขน Coil เบี่ยงเกือบชนเสาไฟข้างถนน,,6/7/2022,6/7/2022,Closed
2374,MOC,HOT,H-100F,Vinai V.,RNC,Unsafe Action,PTW & JSA,Modify นั่งร้านโดยไม่มี Work Permit >> ประเมิน JSA เพิ่มใน PTW HW I,,6/7/2022,6/7/2022,Closed
2375,MOC,HOT,H-100F,Rueng A-morn M.,RNC,Unsafe Condition,Scaffolding,"จุดทำงานประกอบ เชื่อม เจียร Line14"" ไม่มีนั่งร้าน เนื่องจากเป็นจุดที่ไม่มั่นคงแข็งแรง",,6/7/2022,6/7/2022,Closed
2376,MOC,HOT,H-100F,Rueng A-morn M.,RNC,Unsafe Action,Hot Work,"ผู้ช่วยช่าง งานประกอบเจียร Line 3"" ชั้น 6 ไม่สวมใส่ Face Shield",,6/7/2022,6/7/2022,Closed
2377,MOC,UT,PR-7B,Uthai T.,Theerapong S.,Unsafe Condition,Others,Support รองรับคานปูนแตกร้าว,,6/7/2022,7/7/2022,Pending
2378,MOC,UT,New Clarify,Thongmai U.,ATP,Unsafe Condition,Others,มองไม่เห็นเหล็กฉากป้องกันสาย Ground ที่วางพาดถนนมีโอกาสเสี่ยงเดินสะดุดล้มได้,,6/7/2022,6/7/2022,Closed
2379,MOC,HOT,CFU,Orachun S.,MOC (OPE),Unsafe Action,CSE,ระบุมาตรการการตรวจวัดแก๊สไว้ทุก 4 ชั่วโมง แต่ระบุการตรวจสอบหน้างานทุก 2 ชั่วโมง,,6/8/2022,6/8/2022,Closed
2380,MOC,HOT,H-100F,Rueng A-morn M.,RNC,Unsafe Condition,Housekeeping,วางอุปกรณ์ช่วยยก รอกโซ่กีดขวางทางเดิน,,6/8/2022,6/13/2022,Closed
2381,MOC,ARU,D-880,Uthai T.,WTM,Unsafe Action,Scaffolding,ยืนติดตั้งนั่งร้านบน Line plant,,6/8/2022,6/8/2022,Closed
2382,MOC,OCU,R-760,Uthai T.,REPCO (MES),Unsafe Condition,Lifting,ใช้สลิงผ้าใบหักคอไก่เพื่อแขวนรอก,,6/8/2022,6/8/2022,Closed
2383,MOC,Olefins2,CT-S300,MOC OPE,Tawat T.,Near Miss,Others,ขณะที่ FO. Routine check sheet ตามปกติได้พบแผ่นเหล็กปิดรางสายไฟฟ้าข้างอาคาร CT-S300 ตัวยึดหลุดออกจาก Support (ขอบของแผ่นเหล็กปิดรางสายไฟฟ้ามีลักษณะค่อนข้างบางและคมอีกทั้งตัวยึดแผ่นเหล็กหัวท้าย ฝั่งนึงหลุดออกจาก Support อีกด้วย) ซึ่งในปัจจุบันบริเวณดังกล่าวมีงานตั้งนั่งร้านเดินท่อเคมีบริเวณใต้จุดเกิดเหตุซึ่งมีผู้รับเหมาเข้ามาทำงานค่อนข้างมาก  ส่งผลทำให้มีความเสี่ยงที่แผ่นเหล็กจะหลุดออกจาก Support และตกลงมาโดนผู้ปฏิบัติงานด้านล่างได้รับบาดเจ็บ,,6/9/2022,6/30/2022,Closed
