FindingNo,Area,SubArea,Contractor,TypeOfFinding,Topic,Details,TranslateDetails
582,Bagging Site1,Unknown,Unknown,Unsafe Condition,Unknown,Hook ของตัว Self Retracting Lifeline จุด load tank car ถูกคล้องเกี่ยวไว้ที่ตัว Self Retracting Lifeline ข้างบน ทำให้เวลาจะใช้งานต้องมี tank car มาจอดก่อนแล้วปีนขึ้นบน tank car แล้วดึง hook มาคล้องเกี่ยวที่ safety harness ซึ่งระบบนี้ออกมาให้คล้องเกี่ยวตั้งแต่ก่อนขึ้นไปบน tank car,"The Hook of the Self Retracting Lifeline, the load tank car point is attached to the Self Retracting Lifeline above, so when using it, there must be a tank car to park first and then climb up on the tank car and pull the hook to attach it to the safety harness which This system comes out to be hooked up to the tank car."
583,CPD Site1,Unknown,Unknown,-,Unknown,ทีอจ่ายน้ำ Eye wash ,Eye wash
584,GA Site1,Unknown,Unknown,Unsafe Action,Unknown,ไม่มีการประเมินความเสี่ยงผู้ที่ลงไปปฏิบัติงานในหลุมที่ขุด,There is no risk assessment of those working in the pit.
585,GA Site1,Unknown,Unknown,Unsafe Condition,Unknown,ขณะไป auditไม่พบ safety lead,"While going to audit, no safety lead was found."
586,GA Site1,Unknown,Unknown,Unsafe Condition,Unknown,ปฏิบัติไม่ได้ตามมาตรฐาน เช่น ไม่มีการป้องกันดินถล่ม,Failure to comply with standards such as no protection against landslides
587,GA Site1,Unknown,Unknown,Unsafe Action,Unknown,ไม่ปฏิบัติตามข้อกำหนดใน safe work cer งานขุดในข้อ15 ไม่มีการป้องกันการเคลื่อนตัวของดิน,Failure to comply with the requirements in safe work cer mining work in clause 15 There is no protection against soil movement.
588,Pilot plant complex,Unknown,Unknown,Unsafe Condition,Unknown,ผู้ปฏิบัติงานที่สูง ยังไม่ได้ตรวจสภาพร่างกายก่อนขึ้นทำงานที่สูง,high worker Have not checked the physical condition before going to work at height
589,Catalyst&Pilot plant,Unknown,Unknown,Unsafe Action,Unknown,พบสวมใส่ผ้าปิดจมูกหุ้ม Insulation,Found wearing an insulating mask.
590,Bagging Site3,Unknown,Unknown,Unsafe Action,Unknown,Tag ไม่มีแขวนที่หน้างาน,Tag is not hung at the event
591,Bagging Site3,Unknown,Unknown,Unsafe Condition,Unknown,ตรวจพบจำนวนคนที่ลงหน้า work permit ไม่ตรงกับจำนวนคนที่ลงใน jsa,Detected that the number of people applying for work permit doesn't match the number of people registered in jsa.
592,Bagging Site3,Unknown,Unknown,Unsafe Action,Unknown,พบ Safety harness ที่นำมาใช้งานไม่มีสติ๊กเกอร์ผ่านการตรวจสภาพ และ สภาพไม่พร้อมใช้งาน,Found a safety harness that has been used without a sticker through the condition check and the condition is not ready for use.
593,Bagging Site3,Unknown,Unknown,Unsafe Action,Unknown,นั่งร้านไม่มี Tag แขวน,Scaffolding without hanging tag
594,Bagging Site3,Unknown,Unknown,Unsafe Condition,Unknown,พบผ่านไม้กระดานที่ปลูกเพื่อขึ้นทำงานไม่มีการบวกหลักด้วยเชือกหรือลวด,"Found through a plank planted to work up, no core plus with rope or wire."
595,Bagging Site3,Unknown,Unknown,Unsafe Action,Unknown,พบบันไดพาดที่นำมาใช้งานไม่มีสติ๊กเกอร์ผ่านการตรวจสภาพ,Found a ladder that has been used without stickers through the condition check.
596,Bagging Site3,Unknown,Unknown,Unsafe Condition,Unknown,พบเอกสารงานที่สูงเป็นแบบฟอร์มเก่า,Found a tall work document in an old form.
597,Store Site1,Unknown,Unknown,Unsafe Action,Unknown,ตรวจสอบพื้นที่ Gas&Oil พบไม่มี SDS ติดไว้ที่หน้างาน,"Checking the Gas & Oil area, found no SDS attached at the job site."
598,Store Site1,Unknown,Unknown,Unsafe Condition,Unknown,ตรวจสอบจุดเติมน้ำมัน Forklift ไม่มีสายกราวด์ที่ได้มาตราฐาน,Check the forklift refueling point. There is no standard ground wire.
599,Warehouse Site 3,Unknown,Unknown,Unsafe Action,Unknown,พบรายละเอียดในเอกสาร JSA ในส่วนของการสวมใส่กระบังหน้ามาตรการลงรายละเอียดผิด และ ตรวจสอบมาตรการไม่ครบถ้วน,"Details were found in the JSA document on the part of wearing a visor, the measures were wrong, and the measures were not fully inspected."
600,Catalyst&Pilot plant,Unknown,Unknown,Unsafe Action,Unknown,ตรวจสอบพบนั่งร้านแบบ Mobile สภาพล้อไม่สามารถล๊อคได้ตามมาตราการจำนวน 2 ล้อ (ให้ผู้ปฏิบัติงานหยุดงานยกเลิกใช้ก่อน),Inspect mobile scaffolding. The condition of the wheels can't be locked according to the number of 2 wheels.
601,Catalyst&Pilot plant,Unknown,Unknown,Unsafe Action,Unknown,ตรวจสอบพบนั่งร้านขาดการตรวจสอบ (Tag เขียว หมดอายุ) ,Inspect the scaffolding without inspection (Green Tag expired)
602,Catalyst&Pilot plant,Unknown,Unknown,Unsafe Condition,Unknown,ตรวจสอบพบผู้ปฏิบัติงานทาสี พบไม่สวมใส่ Mask R95 หรือ 6001 ตามที่ JSA กำหนด,The paint worker was found not wearing Mask R95 or 6001 as required by JSA.
603,LDPE,Unknown,Unknown,Unsafe Action,Unknown,ตรวจสอบพบ JSA ขาดการประเมิน หัวข้อ 6.1 ตรวจสอบมาตราการหน้างาน (Safety Lead),Detected JSA lack of assessment. Section 6.1 Examine the scale on the job (Safety Lead).
604,Warehouse Site 3,Unknown,Unknown,Unsafe Action,Unknown,ตรวจพบเอกสาร JSA ในส่วนการตรวจสอบมาตรการหน้างานไม่มีการตรวจสอบ,"The JSA document was detected in the on-site measure review section, no check."
605,Warehouse Site 3,Unknown,Unknown,Near Miss,Unknown,ไม่พบเอกสารการตรวจร่างกายเบื้องต้นก่อนเริมงาน,The preliminary physical examination document was not found before starting work.
606,HDPE3,Unknown,Unknown,Unsafe Action,Unknown,"ตรวจพบขวดใส่น้ำมันหล่อลื่นนำสติ๊กเกอร์ Waste label ,มาติดซึ่งไม่ถูกต้อง","Detected a bottle of lubricant, put a sticker on the Waste label, which is not correct"
607,HDPE2,Unknown,Unknown,Unsafe Action,Unknown,พบในเอกสาร JSA ไม่มีการขั้นตอนการใช้รถ Fork lift และ ไม่มีการผูกรัดถังก่อนทำการขนย้าย,"Found in the JSA document, there is no fork lift procedure and no tank tying before transportation."
608,Bagging Site3,Unknown,Unknown,Unsafe Action,Unknown,พบในเอกสาร JSA ข้อที่/ มีการกำหนดมาตรการ Lock LOTO และมีการตรวจสอบมาตรการหน้างานแล้ว แต่ที่ Work Permit ไม่มีการลงรายละเอียดนัมเบอร์ LOTO ที่ทำการ Lock,"Found in JSA document No./ Lock LOTO measures have been established and measures have been checked on the job site, but at Work Permit, the number of LOTO locks has not been detailed."
609,HDPE3,Unknown,Unknown,Unsafe Action,Unknown,พบในเอกสาร JSA ไม่มีการตรวจสอบมาตรการหน้างาน,"Found in the JSA document, there is no on-site inspection of measures."
