FindingNo,Area,SubArea,Contractor,TypeOfFinding,Topic,Finding,Frequency,CleansingFinding,TranslateFinding
3286,OCU,P-760A,MOC (OPE),Near Miss,Process & Operation,ได้กลิ่น HC บริเวณ P-760A ขณะ ทำการค้นหา Tag งาน TPM  พบเจอ leak ที่ union Pipe pot Seal  P-760A หลังจากมีการ Switch มา Run ได้ไม่นาน จึงแจ้งน้อง FO กะเช้ารับทราบเบื้องต้น ใช้ N2 Purge Dilute HC  และให้ทาง ME รีบเข้ามาแก้ไข,1,ได้กลิ่น hc บริเวณ p-760a ขณะ ทำการค้นหา tag งาน tpm พบเจอ leak ที่ union pipe pot seal p-760a หลังจากมีการ switch มา run ได้ไม่นาน จึงแจ้งน้อง fo กะเช้ารับทราบเบื้องต้น ใช้ n2 purge dilute hc และให้ทาง me รีบเข้ามาแก้ไข,"smelled hc around p-760a while searching for a tag for tpm found a leak at union pipe pot seal p-760a after a switch to run not long ago, then informed Nong fo Ka Kao to know first, use n2 purge dilute hc and give directions me hurry up to fix"
3287,UT,New Clarify,ATP,Unsafe Condition,Civil,ใช้ขวดน้ำดื่มเป็นวัสดุป้องกันจุดแหลมคม ผูกรัดไม่แน่นหนามีโอกาสหลุดได้ ไม่ปลอดภัย >> จัดหาเศษผ้ามาใช้แทน,1,ใช้ขวดน้ำดื่มเป็นวัสดุป้องกันจุดแหลมคม ผูกรัดไม่แน่นหนามีโอกาสหลุดได้ ไม่ปลอดภัย >> จัดหาเศษผ้ามาใช้แทน,"Use a drinking bottle as a protective material against sharp points. If not tied tightly, there is a chance that it will fall off, it is not safe >> procuring scraps of cloth to use instead"
3290,UT,D-3042,Virat K.,Unsafe Condition,Housekeeping,ตาข่ายในบ่อ  ไม่ได้ใช้งาน ไม่มีการจัดเก็บ,1,ตาข่ายในบ่อ ไม่ได้ใช้งาน ไม่มีการจัดเก็บ,Pond net Not in use Not stored
3291,UT,TK-3074,MOC (OPE),Unsafe Condition,Process & Operation,ถังสารเคมีพื้นที่ RO ยกเลิกการใช้งานให้ตรวจเช็คความครบถ้วนของระบบ LOTO และติดป้ายบอกสถานะ,1,ถังสารเคมีพื้นที่ ro ยกเลิกการใช้งานให้ตรวจเช็คความครบถ้วนของระบบ loto และติดป้ายบอกสถานะ,"The chemical tank in the ro area is deactivated, check the completeness of the loto system and put up a status sign."
3294,UT,Chemical Station,MOC (OPE),Unsafe Condition,Housekeeping,Valve ของ Pump สารเคมีพันไว้ด้วยพลาสติกใส ให้เอาออก,1,valve ของ pump สารเคมีพันไว้ด้วยพลาสติกใส ให้เอาออก,"The valve of the chemical pump is wrapped with clear plastic, remove it."
3027,HOT,T-360,Taratorn M.,Unsafe Condition,Others,จัดเตรียมแผ่นเหล็กปูรองให้ Cover รางระบายน้ำ (ขอบรางระบายน้ำมีสภาพแตกชำรุด),2,จัดเตรียมแผ่นเหล็กปูรองให้ cover รางระบายน้ำ ขอบรางระบายน้ำมีสภาพแตกชำรุด,Prepare a steel plate to cover the drainage ditch. The edge of the ditch is damaged.
3297,UT,New Clarify,REPCO (OPM),Unsafe Condition,Civil,วัสดุที่แหลมคมในพื้นที่ เช่น ตะปูตีไม้แบบ ให้ถอนหรือตีพับ 100 %,1,วัสดุที่แหลมคมในพื้นที่ เช่น ตะปูตีไม้แบบ ให้ถอนหรือตีพับ 100 %,"Sharp materials in the area, such as hammer nails, must be pulled or folded 100 %."
3299,HOT,E-201B,-,Unsafe Condition,Housekeeping,ไม่ได้ปิดล้อมพื้นที่จุดที่วางฝา Exchanger,1,ไม่ได้ปิดล้อมพื้นที่จุดที่วางฝา exchanger,The area where the exchanger cap is placed is not enclosed.
3300,UT,New Clarify,Profess Con,Unsafe Action,Housekeeping,วางเครื่องตัดเหล็กไฟฟ้าและสายไฟไว้บนพื้นดินที่เปียกชื้น,1,วางเครื่องตัดเหล็กไฟฟ้าและสายไฟไว้บนพื้นดินที่เปียกชื้น,Place the electric cutlery and wires on the damp ground.
2438,TFU,NEGF,PROTECH,Unsafe Action,PPE,ไม่สวมใส่แว่น Goggle ขณะทำงานหุ้ม Insulation,3,ไม่สวมใส่แว่น goggle ขณะทำงานหุ้ม insulation,Do not wear goggle while doing insulation work.
3307,TFU,Ground Flare,GSB,Unsafe Action,PTW & JSA,เริ่มงานก่อนโดยที่ FV ยังไม่ได้ Sign และ Sign แทน Requestor ช่องตรวจสอบมาตรการ,1,เริ่มงานก่อนโดยที่ fv ยังไม่ได้ sign และ sign แทน requestor ช่องตรวจสอบมาตรการ,Start job first with fv unsigned and sign instead of requestor measures checkbox.
3311,HOT,E-201B,REPCO (MES),Unsafe Condition,Transportation,ไม่ได้หนุนล้อรถดูดน้ำ,1,ไม่ได้หนุนล้อรถดูดน้ำ,Do not support the wheels of the water suction truck.
1395,UT,STR-3300,MYC,Unsafe Condition,Electrical & Grounding,Generator ไม่มีถาดรอง,4,generator ไม่มีถาดรอง,generator without tray
3315,ARU,PI-8361,MOC (OPE),Near Miss,Process & Operation,ขณะ control condition เป็นปกติพบว่า PI-8361 Alarm low จึงได้ทำการตรวจสอบ condition ซึ่งได้ทำการเข้าไปตรวจสอบค่า Alarm set point โดยเมื่อเข้าไปตรวจสอบ จึงพบว่าค่า Set point alarm H และ HH นั้น เกินค่า Design(41.33 kg/cm2) โดยใน DCS นั้นมีการตั้งค่า Alarm H = 100 kg/cm2 และ HH = 100 kg/cm2 ดังนั้นหากเกิด Seal pot leak อาจจะส่งผลกระทบต่ออุปกรณ์ทำให้เกิดความเสียหาย หรือเกิดเหตุระเบิดได้,1,ขณะ control condition เป็นปกติพบว่า pi-8361 alarm low จึงได้ทำการตรวจสอบ condition ซึ่งได้ทำการเข้าไปตรวจสอบค่า alarm set point โดยเมื่อเข้าไปตรวจสอบ จึงพบว่าค่า set point alarm h และ hh นั้น เกินค่า design41.33 kg/cm2 โดยใน dcs นั้นมีการตั้งค่า alarm h  100 kg/cm2 และ hh  100 kg/cm2 ดังนั้นหากเกิด seal pot leak อาจจะส่งผลกระทบต่ออุปกรณ์ทำให้เกิดความเสียหาย หรือเกิดเหตุระเบิดได้,"While the control condition was normal, it was found that pi-8361 alarm low had to check the condition, which had to check the alarm set point value. When checking, it was found that the set point alarm h and hh exceeded the design value41.33 kg. /cm2 In dcs, alarm h 100 kg/cm2 and hh 100 kg/cm2 are set. Therefore, if the seal pot leak occurs, it may affect the device and cause damage. or an explosion may occur"
