No.,Details,Area,SubArea,Contractor,TypeOfFinding,Topic,CleansingDetails,TransCleansingDetails
2031,การปิดล้อมพื้นที่และติดป้ายเตือนป้องกันผู้ไม่เกี่ยวข้องเข้ามาในพื้นที่ ยังไม่ชัดเจน หรือจัดให้มีผู้ให้สัญญาณ-สื่อสารที่หน้างาน,UT,Clarify,ATP,Unsafe Condition,Excavation,"การปิดล้อมพื้นที่, ติดป้ายเตือนป้องกันผู้ไม่เกี่ยวข้องเข้ามาในพื้นที่ ยังไม่ชัดเจน หรือจัดให้มีผู้ให้สัญญาณ-สื่อสารที่หน้างาน","Enclose the area, put up warning signs to prevent unrelated people from entering the area. It is unclear or arrange for a signal provider to communicate at the job site."
2032,ปิดล้อมผ้ากันไฟไม่ครอบคลุมและผูกมัดผ้ากันไฟไม่แน่นหนา ,UT,Waste Storage,HHP,Unsafe Condition,Hot Work,"ปิดล้อมผ้ากันไฟไม่ครอบคลุม, ผูกมัดผ้ากันไฟไม่แน่นหนา","enclosed fireproof cloth is not covered, fireproof cloth is not tightly bonded"
2033,Fire Watch ไม่ได้ลงชื่อในเอกสาร Safe Work Certificate,UT,Waste Storage,HHP,Unsafe Action,Hot Work,fire watch ไม่ได้ลงชื่อในเอกสาร safe work certificate,fire watch not signing safe work certificate document
2034,ปิดล้อมพื้นที่โดยไม่มีธงขาว-แดงและป้ายเตือนอันตราย,OCU,E-711,UTOC,Unsafe Condition,Lifting,"ปิดล้อมพื้นที่โดยไม่มีธงขาว-แดง, ป้ายเตือนอันตราย","Enclose the area without red and white flags, warning signs."
2035,Rigger ไม่มีเสื้อสะท้อนแสงสีส้ม,OCU,E-711,UTOC,Unsafe Action,Lifting,rigger ไม่มีเสื้อสะท้อนแสงสีส้ม,rigger no orange reflective jacket
2036,Rigger ไม่มีเสื้อสะท้อนแสงสีส้ม (KEC แจ้งว่าไม่มีให้เบิกใช้งาน),HOT,H-120R,Sanit B.,Unsafe Action,Lifting,rigger ไม่มีเสื้อสะท้อนแสงสีส้ม (kec แจ้งว่าไม่มีให้เบิกใช้งาน),The rigger doesn't have an orange reflective vest (kec says it's not available).
2037,QC ทำตลับเมตรตกลงมาขณะปีนลงจากนั่งร้าน สูงจากพื้นประมาณ 2 เมตร เนื่องจากเก็บไว้ที่กระเป๋ากางเกง,UT,Waste Storage,HHP,Near Miss,Work at height,qc ทำตลับเมตรตกลงมาขณะปีนลงจากนั่งร้าน สูงจากพื้นประมาณ 2 เมตร เนื่องจากเก็บไว้ที่กระเป๋ากางเกง,qc dropped the tape measure as he climbed down from the scaffold. Height from the floor about 2 meters because it is stored in the pants pocket.
2038,งานติดตั้งนั่งร้าน ไม่มีป้ายเตือนระวังอุปกรณ์ Plant ซึ่งเป็นจุดคับแคมและมี Switch control,TFU,P-1010B,WTM,Unsafe Condition,Scaffolding,"งานติดตั้งนั่งร้าน ไม่มีป้ายเตือนระวังอุปกรณ์ plant ซึ่งเป็นจุดคับแคม, มี switch control","scaffolding installation No warning sign for plant equipment which is a tight cam, has a switch control"
2039,ไม่ได้ปิดกั้นพื้นที่ให้ครอบคลุมก่อนเริ่มปฏิบัติงาน,HOT,FT-204,WTM,Unsafe Condition,Scaffolding,ไม่ได้ปิดกั้นพื้นที่ให้ครอบคลุมก่อนเริ่มปฏิบัติงาน,Not blocking the area to cover before starting work.
2040,ไม่มีป้ายเตือนระวังอุปกรณ์ Plant (จาก lesson learned case),HOT,FT-204,WTM,Unsafe Condition,Scaffolding,ไม่มีป้ายเตือนระวังอุปกรณ์ plant (จาก lesson learned case),No warning signs for plant equipment (from the lesson learned case).
2041,งานขัดสนิมไม่สวมใส่หน้ากาก R95 ตามที่ระบุใน JSA,Olefins2,P2,PROTECH,Unsafe Action,PPE,งานขัดสนิมไม่สวมใส่หน้ากาก r95 ตามที่ระบุใน jsa,Rust polishing job not wearing r95 mask as specified in jsa
2042,งานขัดสนิมทาสีไม่สวมใส่หน้ากากกันสารเคมีและไม่สวมใส่แว่นตา Safety,COLD,D-600,REPCO (MES),Unsafe Action,PPE,"งานขัดสนิมทาสีไม่สวมใส่หน้ากากกันสารเคมี, ไม่สวมใส่แว่นตา safety","Rust polishing work, paint, do not wear chemical masks, do not wear safety glasses"
2043,มีการทำงานขัดสนิมทาสีพร้อมกัน 2 จุด (PTW  1 ใบใช้ร่วมกับ INDT) Safety Lead ลงชื่อตรวจสอบแค่จุดเดียว,COLD,D-600,REPCO (MES),Unsafe Action,PTW & JSA,"มีการทำงานขัดสนิมทาสีพร้อมกัน 2 จุด (ptw 1 ใบใช้ร่วม, indt) safety lead ลงชื่อตรวจสอบแค่จุดเดียว","There are work to polish rust, paint at the same time at 2 points (1 ptw, common use, indt) safety lead, sign only one checkpoint"
2044,จอดรถจักรยานใกล้กับบริเวณเตา,HOT,H-100B,RNC,Unsafe Condition,Housekeeping,"จอดรถจักรยานใกล้, บริเวณเตา","Bicycle parking near, stove area"
2045,จอดจักรยานกีดขวางอุปกรณ์ดับเพลิง,HOT,PV-2019A,WTM,Unsafe Condition,Housekeeping,จอดจักรยานกีดขวางอุปกรณ์ดับเพลิง,Bicycle parking blocking fire equipment
2046,ยืนส่งอุปกรณ์นั่งร้านอยู่ใน Line of fire,OCU,E-711,UTOC,Unsafe Condition,Work at height,ยืนส่งอุปกรณ์นั่งร้านอยู่ใน line of fire,Stand to deliver scaffolding equipment in line of fire
2047,"Nitrogen hose ไม่มี inspected tag, การใช้งานเส้นลวดมัด hose",HOT,DMDS,Taratorn M.,Unsafe Condition,Tools & Equipment,"nitrogen hose ไม่มี inspected tag , การใช้งานเส้นลวดมัด hose","nitrogen hose without inspected tag , use of wire bundle hose"
2048,"ต้นไม้ใน Diversion box, ตาข่ายป้องกันอุปกรณ์ร่วงหล่นมีสภาพชำรุด",HOT,DMDS,Taratorn M.,Unsafe Condition,Housekeeping,"ต้นไม้ใน diversion box , ตาข่ายป้องกันอุปกรณ์ร่วงหล่นมีสภาพชำรุด","The trees in the diversion box, the fall protection net are damaged."
2049,"คราบสนิมบนพื้น, ไม่ได้จัดเก็บ Barricade",HOT,DMDS,Taratorn M.,Unsafe Condition,Housekeeping,"คราบสนิมบนพื้น , ไม่ได้จัดเก็บ barricade","Rust stains on the floor, barricade not stored."
2050,ผนังปูน Waste storage เสื่อมสภาพ,UT,Waste Storage,Theerapong S.,Unsafe Condition,Others,ผนังปูน waste storage เสื่อมสภาพ,cement wall waste storage deterioration
2051,Flag man ไม่ได้เป่านกหวีดให้สัญญาณรถเครนเข้าพื้นที่,OCU,E-711,UTOC,Unsafe Action,Transportation,flag man ไม่ได้เป่านกหวีดให้สัญญาณรถเครนเข้าพื้นที่,The flag man did not whistle to signal the cranes entering the area.
2052,ผู้ปฏิบัติงานตีน็อตใช้ถุงมือไม่เหมาะสม >> แจ้งให้เปลี่ยนเป็นถุงมือหนัง,OCU,E-711,UTOC,Unsafe Action,PPE,ผู้ปฏิบัติงานตีน็อตใช้ถุงมือไม่เหมาะสม >> แจ้งให้เปลี่ยนเป็นถุงมือหนัง,Operator strikes the nut inappropriately using gloves. >> Request to change to leather gloves.
