ID,TagName,Description,Area
41445,XA-L2ING-04,XA-L2ING-04      INERGEN,CTU_TFU
41446,XAL2ING-04_LF,XAL2ING-04_LF    INERGEN,CTU_TFU
41447,XA-L2ING-05,XA-L2ING-05      INERGEN,CTU_TFU
41448,XAL2ING-05_LF,XAL2ING-05_LF    INERGEN,CTU_TFU
41449,XA-L2ING-06,XA-L2ING-06      INERGEN,CTU_TFU
41450,XAL2ING-06_LF,XAL2ING-06_LF    INERGEN,CTU_TFU
41451,XA-L2ING-07,XA-L2ING-07      INERGEN,CTU_TFU
41452,XAL2ING-07_LF,XAL2ING-07_LF    INERGEN,CTU_TFU
41453,TFU-FGS-IND,TFU-FGS-IND      INERGEN,CTU_TFU
41454,TFU-FGS-INF,TFU-FGS-INF      INERGEN,CTU_TFU
41455,DEV4213_LF,DEV4213_LF       COMAND ,CTU_TFU
41456,DEV4435_LF,DEV4435_LF       COMAND ,CTU_TFU
41457,HSDV4213B_LF,HSDV4213B_LF     DV4213 ,CTU_TFU
41458,HSDV4435B_LF,HSDV4435B_LF     DV4435 ,CTU_TFU
41459,XZCL4001_LF,XZCL4001_LF      LIMIT S,CTU_TFU
41460,XZCL4002_LF,XZCL4002_LF      LIMIT S,CTU_TFU
41461,XZCL4003_LF,XZCL4003_LF      LIMIT S,CTU_TFU
41462,XZCL4111_LF,XZCL4111_LF      LIMIT S,CTU_TFU
41463,XZCL4112_LF,XZCL4112_LF      LIMIT S,CTU_TFU
41464,XZOL4001_LF,XZOL4001_LF      LIMIT S,CTU_TFU
41465,XZOL4002_LF,XZOL4002_LF      LIMIT S,CTU_TFU
41466,XZOL4003_LF,XZOL4003_LF      LIMIT S,CTU_TFU
41467,XZOL4111_LF,XZOL4111_LF      LIMIT S,CTU_TFU
41468,XZOL4112_LF,XZOL4112_LF      LIMIT S,CTU_TFU
41469,XZCL4113_LF,XZCL4113_LF      LIMIT S,CTU_TFU
41470,XZOL4113_LF,XZOL4113_LF      LIMIT S,CTU_TFU
41471,XZCL4114_LF,XZCL4114_LF      LIMIT S,CTU_TFU
41472,XZOL4114_LF,XZOL4114_LF      LIMIT S,CTU_TFU
41473,DEV4231_LF,DEV4231_LF       COMMAND,CTU_TFU
41474,DEV4227_LF,DEV4227_LF       COMMAND,CTU_TFU
41475,DEV4228_LF,DEV4228_LF       COMMAND,CTU_TFU
41476,DEV4229_LF,DEV4229_LF       COMMAND,CTU_TFU
41477,DEV4230_LF,DEV4230_LF       COMMAND,CTU_TFU
41478,DEV4325_LF,DEV4325_LF       COMMAND,CTU_TFU
41479,HSDV4231B_LF,HSDV4231B_LF     DV4231 ,CTU_TFU
41480,HSDV4227B_LF,HSDV4227B_LF     DV4227 ,CTU_TFU
41481,HSDV4228B_LF,HSDV4228B_LF     DV4228 ,CTU_TFU
41482,HSDV4229B_LF,HSDV4229B_LF     DV4229 ,CTU_TFU
41483,HSDV4230B_LF,HSDV4230B_LF     DV4230 ,CTU_TFU
41484,HSDV4325B_LF,HSDV4325B_LF     DV4325 ,CTU_TFU
41485,AIG1221_DF,AIG1221_DF       TK1210D,CTU_TFU
41486,AIG1221_LF,AIG1221_LF       TK1210D,CTU_TFU
41487,AIG1222_DF,AIG1222_DF       TK1210D,CTU_TFU
41488,AIG1222_LF,AIG1222_LF       TK1210D,CTU_TFU
41489,AIG1220_DF,AIG1220_DF       P1210D ,CTU_TFU
41490,AIG1220_LF,AIG1220_LF       P1210D ,CTU_TFU
41491,AIG1320_DF,AIG1320_DF       P1310D ,CTU_TFU
41492,AIG1320_LF,AIG1320_LF       P1310D ,CTU_TFU
41493,DEV4101,COMMAND TO  DV4101,CTU_TFU
41494,DEV4102,COMMAND TO  DV4102,CTU_TFU
41495,DEV4103,COMMAND TO  DV4103,CTU_TFU
41496,DEV4104,COMMAND TO  DV4104,CTU_TFU
41497,DEV4105,COMMAND TO  DV4105,CTU_TFU
41498,DEV4106,COMMAND TO  DV4106,CTU_TFU
41499,DEV4107,COMMAND TO  DV4107,CTU_TFU
41500,DEV4108,COMMAND TO  DV4108,CTU_TFU
41501,DEV4109,COMMAND TO  DV4109,CTU_TFU
41502,DEV4110,COMMAND TO  DV4110,CTU_TFU
41503,DEV4111,COMMAND TO  DV4111,CTU_TFU
41504,DEV4112,COMMAND TO  DV4112,CTU_TFU
41505,DEV4201,COMMAND TO  DV4201,CTU_TFU
41506,DEV4202,COMMAND TO  DV4202,CTU_TFU
41507,DEV4203,COMMAND TO  DV4203,CTU_TFU
41508,DEV4204,COMMAND TO  DV4204,CTU_TFU
41509,DEV4205,COMMAND TO  DV4205,CTU_TFU
41510,DEV4206,COMMAND TO  DV4206,CTU_TFU
41511,DEV4207,COMMAND TO  DV4207,CTU_TFU
41512,DEV4208,COMMAND TO  DV4208,CTU_TFU
41513,DEV4209,COMMAND TO  DV4209,CTU_TFU
41514,DEV4210,COMMAND TO  DV4210,CTU_TFU
41515,DEV4211,COMMAND TO  DV4211,CTU_TFU
41516,DEV4212,COMMAND TO  DV4212,CTU_TFU
41517,DEV4301,COMMAND TO  DV4301,CTU_TFU
41518,DEV4302,COMMAND TO  DV4302,CTU_TFU
41519,DEV4303,COMMAND TO  DV4303,CTU_TFU
41520,DEV4304,COMMAND TO  DV4304,CTU_TFU
41521,DEV4213,COMMAND TO  DV4213,CTU_TFU
41522,DEV4305,COMMAND TO  DV4305,CTU_TFU
41523,DEV4306,COMMAND TO  DV4306,CTU_TFU
41524,DEV4307,COMMAND TO  DV4307,CTU_TFU
41525,DEV4308,COMMAND TO  DV4308,CTU_TFU
41526,DEV4309,COMMAND TO  DV4309,CTU_TFU
41527,DEV4310,COMMAND TO  DV4310,CTU_TFU
41528,DEV4311,COMMAND TO  DV4311,CTU_TFU
41529,DEV4312,COMMAND TO  DV4312,CTU_TFU
41530,DEV4411,COMMAND TO  DV4411,CTU_TFU
41531,DEV4412,COMMAND TO  DV4412,CTU_TFU
41532,DEV4413,COMMAND TO  DV4413,CTU_TFU
41533,DEV4414,COMMAND TO  DV4414,CTU_TFU
41534,DEV4421,COMMAND TO  DV4421,CTU_TFU
41535,DEV4422,COMMAND TO  DV4422,CTU_TFU
41536,DEV4423,COMMAND TO  DV4423,CTU_TFU
41537,DEV4424,COMMAND TO  DV4424,CTU_TFU
41538,DEV4431,COMMAND TO  DV4431,CTU_TFU
41539,DEV4432,COMMAND TO  DV4432,CTU_TFU
41540,DEV4433,COMMAND TO  DV4433,CTU_TFU
41541,DEV4434,COMMAND TO  DV4434,CTU_TFU
41542,DEV4435,COMMAND TO  DV4435,CTU_TFU
41543,XEV4001,COMMAND TO  XV4001,CTU_TFU
41544,XEV4002,COMMAND TO  XV4002,CTU_TFU
41545,XEV4003,COMMAND TO  XV4003,CTU_TFU
41546,XEV4111,COMMAND TO  XV4111,CTU_TFU
41547,XEV4112,COMMAND TO  XV4112,CTU_TFU
41548,XEV4113,COMMAND TO  XV4113,CTU_TFU
41549,XEV4114,COMMAND TO  XV4114,CTU_TFU
41550,DEV4230,COMMAND TO  DV4230,CTU_TFU
41551,DEV4231,COMMAND TO  DV4231,CTU_TFU
41552,DEV4227,COMMAND TO  DV4227,CTU_TFU
41553,DEV4228,COMMAND TO  DV4228,CTU_TFU
41554,DEV4229,COMMAND TO  DV4229,CTU_TFU
41555,DEV4325,COMMAND TO  DV4325,CTU_TFU
41556,HSDV4101B,DV4101 LOCALFW ACTIVATE,CTU_TFU
41557,HSDV4102B,DV4102 LOCALFW ACTIVATE,CTU_TFU
41558,HSDV4103B,DV4103 LOCALFW ACTIVATE,CTU_TFU
41559,HSDV4104B,DV4104 LOCALFW ACTIVATE,CTU_TFU
41560,HSDV4106B,DV4106 LOCALFW ACTIVATE,CTU_TFU
41561,HSDV4107B,DV4107 LOCALFW ACTIVATE,CTU_TFU
41562,HSDV4108B,DV4108 LOCALFW ACTIVATE,CTU_TFU
41563,HSDV4109B,DV4109 LOCALFW ACTIVATE,CTU_TFU
41564,HSDV4110B,DV4110 LOCALFW ACTIVATE,CTU_TFU
41565,HSXV4111B,XV4111 LOCALAFW ACTIVATE,CTU_TFU
41566,HSXV4112B,XV4112 LOCALAFW ACTIVATE,CTU_TFU
41567,HSXV4113B,XV4113 LOCALAFW ACTIVATE,CTU_TFU
41568,HSXV4114B,XV4114 LOCALFW ACTIVATE,CTU_TFU
41569,HSDV4105B,DV4105 LOCALFW ACTIVATE,CTU_TFU
41570,HSDV4201B,DV4201 LOCALFW ACTIVATE,CTU_TFU
41571,HSDV4202B,DV4202 LOCALFW ACTIVATE,CTU_TFU
41572,HSDV4203B,DV4203 LOCALFW ACTIVATE,CTU_TFU
41573,HSDV4204B,DV4204 LOCALFW ACTIVATE,CTU_TFU
41574,HSDV4205B,DV4205 LOCALFW ACTIVATE,CTU_TFU
41575,HSDV4206B,DV4206 LOCALFW ACTIVATE,CTU_TFU
41576,HSDV4207B,DV4207 LOCALFW ACTIVATE,CTU_TFU
41577,HSDV4208B,DV4208 LOCALFW ACTIVATE,CTU_TFU
41578,HSDV4209B,DV4209 LOCALFW ACTIVATE,CTU_TFU
41579,HSDV4210B,DV4210 LOCALFW ACTIVATE,CTU_TFU
41580,HSDV4211B,DV4211 LOCALFW ACTIVATE,CTU_TFU
41581,HSDV4212B,DV4212 LOCALFW ACTIVATE,CTU_TFU
41582,HSDV4301B,DV4301 LOCALFW ACTIVATE,CTU_TFU
41583,HSDV4302B,DV4302 LOCALFW ACTIVATE,CTU_TFU
41584,HSDV4213B,DV4213 LOCALFW ACTIVATE,CTU_TFU
41585,HSDV4303B,DV4303 LOCALFW ACTIVATE,CTU_TFU
41586,HSDV4304B,DV4304 LOCALFW ACTIVATE,CTU_TFU
41587,HSDV4305B,DV4305 LOCALFW ACTIVATE,CTU_TFU
41588,HSDV4306B,DV4306 LOCALFW ACTIVATE,CTU_TFU
41589,HSDV4307B,DV4307 LOCALFW ACTIVATE,CTU_TFU
41590,HSDV4308B,DV4308 LOCALFW ACTIVATE,CTU_TFU
41591,HSDV4309B,DV4309 LOCALFW ACTIVATE,CTU_TFU
41592,HSDV4310B,DV4310 LOCALFW ACTIVATE,CTU_TFU
41593,HSDV4311B,DV4311 LOCALFW ACTIVATE,CTU_TFU
41594,HSDV4312B,DV4312 LOCALFW ACTIVATE,CTU_TFU
41595,HSDV4411B,DV4411 LOCALFW ACTIVATE,CTU_TFU
41596,HSDV4412B,DV4412 LOCALFW ACTIVATE,CTU_TFU
41597,HSDV4413B,DV4413 LOCALFW ACTIVATE,CTU_TFU
41598,HSDV4414B,DV4414 LOCALFW ACTIVATE,CTU_TFU
41599,HSDV4421B,DV4421 LOCALFW ACTIVATE,CTU_TFU
41600,HSDV4422B,DV4422 LOCALFW ACTIVATE,CTU_TFU
41601,HSDV4423B,DV4423 LOCALFW ACTIVATE,CTU_TFU
41602,HSDV4424B,DV4424 LOCALFW ACTIVATE,CTU_TFU
41603,HSDV4431B,DV4431 LOCALFW ACTIVATE,CTU_TFU
41604,HSDV4432B,DV4432 LOCALFW ACTIVATE,CTU_TFU
41605,HSDV4433B,DV4433 LOCALFW ACTIVATE,CTU_TFU
41606,HSDV4434B,DV4434 LOCALFW ACTIVATE,CTU_TFU
41607,HSXV4001B,D4001 LOCAL AFW ACTIVATE,CTU_TFU
41608,HSXV4002B,D4002 LOCAL AFW ACTIVATE,CTU_TFU
41609,HSXV4003B,D4003 LOCAL AFW ACTIVATE,CTU_TFU
41610,HSDV4115B,DV4111 LOCALFW ACTIVATE,CTU_TFU
41611,HSDV4116B,DV4112 LOCALFW ACTIVATE,CTU_TFU
41612,HSDV4435B,DV4435 LOCALFW ACTIVATE,CTU_TFU
41613,XZCL4001,XV4001      LIMIT SW-CLS,CTU_TFU
41614,XZOL4001,XV4001      LIMIT SW-OPN,CTU_TFU
41615,XZCL4002,XV4002      LIMIT SW-CLS,CTU_TFU
41616,XZOL4002,XV4002      LIMIT SW-OPN,CTU_TFU
41617,XZCL4003,XV4003      LIMIT SW-CLS,CTU_TFU
41618,XZOL4003,XV4003      LIMIT SW-OPN,CTU_TFU
41619,XZCL4111,XV4111      LIMIT SW-CLS,CTU_TFU
41620,XZOL4111,XV4111      LIMIT SW-OPN,CTU_TFU
41621,XZCL4112,XV4112      LIMIT SW-CLS,CTU_TFU
41622,XZOL4112,XV4112      LIMIT SW-OPN,CTU_TFU
41623,HSFGSHMES,MOS ENABLE,CTU_TFU
41624,XZCL4113,XV4113      LIMIT SW-CLS,CTU_TFU
41625,XZOL4113,XV4113      LIMIT SW-OPN,CTU_TFU
41626,XZCL4114,XV4114      LIMIT SW-CLS,CTU_TFU
41627,XZOL4114,XV4114      LIMIT SW-OPN,CTU_TFU
41628,XAL2ING01-1A,SUB INERGEN 1ST ALM,CTU_TFU
41629,XAL2ING02-1A,CABLE INERGEN 1ST ALM,CTU_TFU
41630,XAL2ING03-1A,RACK INERGEN 1ST ALM,CTU_TFU
41631,XAL2ING04-1A,AHU INERGEN 1ST ALM,CTU_TFU
41632,XAL2ING05-1A,UPS INERGEN 1ST ALM,CTU_TFU
41633,XAL2ING06-1A,LCR INERGEN 1ST ALM,CTU_TFU
41634,XAL2ING07-1A,BATTERY INERGEN 1ST ALM,CTU_TFU
41635,XAL2FCP,FIRST ALARM PANEL FLT,CTU_TFU
41636,XAL2ING01,SUB INERGEN FLT ALM,CTU_TFU
41637,XAL2ING02,CABLE INERGEN FLT ALM,CTU_TFU
41638,XAL2ING03,RACK INERGEN FLT ALM,CTU_TFU
41639,XAL2ING04,AHU INERGEN FLT ALM,CTU_TFU
41640,XAL2ING05,UPS INERGEN FLT ALM,CTU_TFU
41641,XAL2ING06,LCR INERGEN FLT ALM,CTU_TFU
41642,XAL2ING07,BATTERY INERGEN FLT ALM,CTU_TFU
41643,HSDV4230B,D4229 LOCAL AFW ACTIVATE,CTU_TFU
41644,HSDV4231B,D4231 LOCAL AFW ACTIVATE,CTU_TFU
41645,HSDV4227B,D4227 LOCAL AFW ACTIVATE,CTU_TFU
41646,HSDV4228B,D4228 LOCAL AFW ACTIVATE,CTU_TFU
41647,HSDV4229B,D4229 LOCAL AFW ACTIVATE,CTU_TFU
41648,HSDV4325B,D4325 LOCAL AFW ACTIVATE,CTU_TFU
41649,AIG1511,TK1510 DIKE GAS DETECTOR,CTU_TFU
41650,AIG1512,TK1510 DIKE GAS DETECTOR,CTU_TFU
41651,AIG1513,TK1520 DIKE GAS DETECTOR,CTU_TFU
41652,AIG1514,TK1520 DIKE GAS DETECTOR,CTU_TFU
41653,AIG1515,TK1530 DIKE GAS DETECTOR,CTU_TFU
41654,AIG1516,TK1540 DIKE GAS DETECTOR,CTU_TFU
41655,AIG1517,TK1550 DIKE GAS DETECTOR,CTU_TFU
41656,AIG1518,TK1560 DIKE GAS DETECTOR,CTU_TFU
41657,AIG1519,TK1561 DIKE GAS DETECTOR,CTU_TFU
41658,AIG1520,TK1561 DIKE GAS DETECTOR,CTU_TFU
41659,AIG1521,P1520       GAS DETECTOR,CTU_TFU
41660,AIG1522,P1550       GAS DETECTOR,CTU_TFU
41661,AIG1611,TK1610A DIKEGAS DETECTOR,CTU_TFU
41662,AIG1612,TK1610A DIKEGAS DETECTOR,CTU_TFU
41663,AIG1613,TK1610B DIKEGAS DETECTOR,CTU_TFU
41664,AIG1614,TK1610B DIKEGAS DETECTOR,CTU_TFU
41665,AIG1615,P1620A     GAS DETECTOR,CTU_TFU
41666,AIG1711,F6425 METER GAS DETECTOR,CTU_TFU
41667,AIG1712,F6821 METER GAS DETECTOR,CTU_TFU
41668,AIG1713,F6621 METER GAS DETECTOR,CTU_TFU
41669,AIG1714,F6423 METER GAS DETECTOR,CTU_TFU
41670,AIG1715,F6225 METER GAS DETECTOR,CTU_TFU
41671,AIG1717,PUMP STATIONGAS DETECTOR,CTU_TFU
41672,AIG1718,SPHERE TANK GAS DETECTOR,CTU_TFU
41673,AIG1719,METER STN   GAS DETECTOR,CTU_TFU
41674,AIG1811,CKB TRUCK   GAS DETECTOR,CTU_TFU
41675,AIG1812,MXL TRUCK   GAS DETECTOR,CTU_TFU
41676,AIG2601,P2601A/B    GAS DETECTOR,CTU_TFU
41677,AIG2602,HP FLARE    GAS DETECTOR,CTU_TFU
41678,AIG2603,D2606       GAS DETECTOR,CTU_TFU
41679,AIG2604,LP FLARE    GAS DETECTOR,CTU_TFU
41680,AIG2605,D2608       GAS DETECTOR,CTU_TFU
41681,PIDV4511,FW SPRAY    DV4511 PRESS,CTU_TFU
41682,PIDV4512,FW SPRAY    DV4512 PRESS,CTU_TFU
41683,PIDV4513,FW SPRAY    DV4513 PRESS,CTU_TFU
41684,PIDV4514,FW SPRAY    DV4514 PRESS,CTU_TFU
41685,PI4515,FUSIBLE TUBETK1510 PRESS,CTU_TFU
41686,PI4516,FUSIBLE TUBETK1510 PRESS,CTU_TFU
41687,PI4518,FOAMCHAMBER TK1510,CTU_TFU
41688,PI4519,FOAMCHAMBER TK1510,CTU_TFU
41689,PIDV4521,FW SPRAY    DV4521 PRESS,CTU_TFU
41690,PIDV4522,FW SPRAY    DV4522 PRESS,CTU_TFU
41691,PI4523,FUSIBLE TUBETK1520 PRESS,CTU_TFU
41692,PI4524,FUSIBLE TUBETK1520 PRESS,CTU_TFU
41693,PI4525,FOAMCHAMBER TK1520,CTU_TFU
41694,PIDV4531,FW SPRAY    DV4531 PRESS,CTU_TFU
41695,PI4532,FUSIBLE TUBETK1530 PRESS,CTU_TFU
41696,PI4533,FOAMCHAMBER TK1530,CTU_TFU
41697,PIDV4541,FW SPRAY    DV4541 PRESS,CTU_TFU
41698,PI4542,FUSIBLE TUBETK1540 PRESS,CTU_TFU
41699,PI4543,FOAMCHAMBER TK1540,CTU_TFU
41700,PIDV4551,FW SPRAY    DV4551 PRESS,CTU_TFU
41701,PI4552,FUSIBLE TUBETK1550 PRESS,CTU_TFU
41702,PI4553,FOAMCHAMBER TK1550,CTU_TFU
41703,PIDV4561,FW SPRAY    DV4561 PRESS,CTU_TFU
41704,PI4562,FUSIBLE TUBETK1560 PRESS,CTU_TFU
41705,PI4563,FOAMCHAMBER TK1560,CTU_TFU
41706,PI4565,FUSIBLE TUBETK1561 PRESS,CTU_TFU
41707,PI4566,FOAMCHAMBER TK1561,CTU_TFU
41708,PIDV4601A,FW SPRAY    DV4601 PRESS,CTU_TFU
41709,PIDV4601B,FW SPRAY    DV4602 PRESS,CTU_TFU
41710,PI4602A,FUSIBLE TUBETK1610A PRES,CTU_TFU
41711,PI4602B,FUSIBLE TUBETK1610B PRES,CTU_TFU
41712,PI4603B,FOAMCHAMBER TK1610B,CTU_TFU
41713,PI4603A,FOAMCHAMBER TK1610A,CTU_TFU
41714,PIDV4091,FW SPRAY    DV4091 PRESS,CTU_TFU
41715,PIDV4092,FW SPRAY    DV4092 PRESS,CTU_TFU
41716,PIDV4710,FW SPRAY    DV4710 PRESS,CTU_TFU
41717,PI4711,FUSIBLE TUBELA PRESS,CTU_TFU
41718,PI4712,FUSIBLE TUBELA PRESS,CTU_TFU
41719,PI4713,FUSIBLE TUBELA PRESS,CTU_TFU
41720,PI4714,FOAMCHAMBER T/L AREA,CTU_TFU
41721,PIDV4564,FW SPRAY    DV4564 PRESS,CTU_TFU
41722,AIG3031,PIT-3031    GAS DETECTOR,CTU_TFU
41723,AIG3032,PIT-3032    GAS DETECTOR,CTU_TFU
41724,AIG3033,PIT-3033    GAS DETECTOR,CTU_TFU
41725,AIG3034,PIT-3034    GAS DETECTOR,CTU_TFU
41726,TI2615,LPG D-2606,CTU_TFU
41727,LI4031A,FUEL TANK A D-4003 A,CTU_TFU
41728,LI4031B,FUEL TANK B D-4003 B,CTU_TFU
41729,LI4031C,FUEL TANK C D-4003 C,CTU_TFU
41730,LI4031D,FUEL TANK D D-4003 D,CTU_TFU
41731,AIG1720,TIE-IN POINT G,CTU_TFU
41732,AIGL201,GAS DETECTOR HVAC INLET1,CTU_TFU
41733,AIGL202,GAS DETECTOR HVAC INLET2,CTU_TFU
41734,AIL201,HUMIDITY IN LCR,CTU_TFU
41735,AIL202,HUMIDITY IN SUBSTATION,CTU_TFU
41736,PDIL201,LCR AND RACK ROOM,CTU_TFU
41737,PDIL202,SUBSTATION ROOM,CTU_TFU
41738,PIDV4715,FIRE WATER DIS. E-1213,CTU_TFU
41739,PI4716,FUSIBLE PRESS. E-1213,CTU_TFU
41740,TIL201,TEMPURATURE IN LCR,CTU_TFU
41741,TIL202,TEMPURATURE IN SUB.T,CTU_TFU
41742,HSPI4515_MOS,FUSIBLE TUBE TK1510 PRES,CTU_TFU
41743,HSPI4516_MOS,FUSIBLE TUBE TK1510 PRES,CTU_TFU
41744,HSPI4523_MOS,FUSIBLE TUBE TK1520 PRES,CTU_TFU
41745,HSPI4524_MOS,FUSIBLE TUBE TK1520 PRES,CTU_TFU
41746,HSPI4532_MOS,FUSIBLE TUBE TK1530 PRES,CTU_TFU
41747,HSPI4542_MOS,FUSIBLE TUBE TK1540 PRES,CTU_TFU
41748,HSPI4552_MOS,FUSIBLE TUBE TK1550 PRES,CTU_TFU
41749,HSPI4562_MOS,FUSIBLE TUBE TK1560 PRES,CTU_TFU
41750,HSPI4565_MOS,FUSIBLE TUBE TK1561 PRES,CTU_TFU
41751,HSPI4602A_MOS,FUSIBLE TUBETK1610A PRES,CTU_TFU
41752,HSPI4602B_MOS,FUSIBLE TUBETK1610B PRES,CTU_TFU
41753,HSPI4711_MOS,FUSIBLE TUBE T/L PRESS,CTU_TFU
41754,HSPI4712_MOS,T/L AFW     HEADER PRESS,CTU_TFU
41755,HSPI4713_MOS,,CTU_TFU
41756,HSTI2615_MOS,,CTU_TFU
41757,HSPI4716_MOS,FUSIBLE PRESS. E-1213,CTU_TFU
41758,HSDV4511A,DV4511 FW   DCS ACTIVATE,CTU_TFU
41759,HSDV4512A,DV4512 FW   DCS ACTIVATE,CTU_TFU
41760,HSDV4513A,DV4513 FW   DCS ACTIVATE,CTU_TFU
41761,HSDV4514A,DV4514 FW   DCS ACTIVATE,CTU_TFU
41762,HSXV4517A,XV4517 AFW  DCS ACTIVATE,CTU_TFU
41763,HSDV4521A,DV4521 FW   DCS ACTIVATE,CTU_TFU
41764,HSDV4522A,DV4522 FW   DCS ACTIVATE,CTU_TFU
41765,HSXV4523A,XV4523 AFW  DCS ACTIVATE,CTU_TFU
41766,HSDV4531A,DV4531 FW   DCS ACTIVATE,CTU_TFU
41767,HSXV4533A,XV4533 AFW  DCS ACTIVATE,CTU_TFU
41768,HSDV4541A,DV4541 FW   DCS ACTIVATE,CTU_TFU
41769,HSXV4543A,XV4543 AFW  DCS ACTIVATE,CTU_TFU
41770,HSDV4551A,DV4551 FW   DCS ACTIVATE,CTU_TFU
41771,HSXV4553A,XV4553 AFW  DCS ACTIVATE,CTU_TFU
41772,HSDV4561A,DV4561 FW   DCS ACTIVATE,CTU_TFU
41773,HSXV4563A,XV4563 AFW  DCS ACTIVATE,CTU_TFU
41774,HSDV4564A,DV4564 FW   DCS ACTIVATE,CTU_TFU
41775,HSXV4566A,XV4566 FW   DCS ACTIVATE,CTU_TFU
41776,HSDV4601A,DV4601 FW   DCS ACTIVATE,CTU_TFU
41777,HSDV4602A,DV4602 FW   DCS ACTIVATE,CTU_TFU
41778,HSXV4603A,XV4603 FW   DCS ACTIVATE,CTU_TFU
41779,HSXV4606A,XV4606 FW   DCS ACTIVATE,CTU_TFU
41780,HSXV4711A,XV4711 FW   DCS ACTIVATE,CTU_TFU
41781,HSSCS0634_MES,SCS0634 FGS MOS ENABLE,CTU_TFU
41782,HSDV4710A,DV4710 FW   DCS ACTIVATE,CTU_TFU
41783,HSDV4091A,DV4091 FW   DCS ACTIVATE,CTU_TFU
41784,HSDV4092A,DV4092 FW   DCS ACTIVATE,CTU_TFU
41785,HSDV4715A,DV4715 FW   DCS ACTIVATE,CTU_TFU
41786,HSP4003A,DIESLE ENG A START,CTU_TFU
41787,HSP4003B,DIESLE ENG B START,CTU_TFU
41788,HSP4003C,DIESLE ENG C START,CTU_TFU
41789,HSP4003D,DIESLE ENG D START,CTU_TFU
41790,HSP4002,PUMP MOTOR  START,CTU_TFU
41791,PIDV4717,FW SPRAY    DV4717 PRESS,CTU_TFU
41792,PIDV4718,FW SPRAY    DV4718 PRESS,CTU_TFU
41793,HSDV4717A,DV4717 FW   DCS ACTIVATE,CTU_TFU
41794,HSDV4718A,DV4718 FW   DCS ACTIVATE,CTU_TFU
41795,SCS0634OEN_RS,Output Enabl Command,CTU_TFU
41796,AIG1721,F6428 METER GAS DETECTOR,CTU_TFU
41797,AIG2640A,EGF-A       GAS DETECTOR,CTU_TFU
41798,AIG2640B,EGF-B       GAS DETECTOR,CTU_TFU
41799,AIG2641,EGF2-A      GAS DETECTOR,CTU_TFU
41800,AIG2642,EGF2-B      GAS DETECTOR,CTU_TFU
41801,AIG2643,EGF2-C      GAS DETECTOR,CTU_TFU
41802,AIG2644,EGF2-D      GAS DETECTOR,CTU_TFU
41803,AIG3032B,PIT-3032B   GAS DETECTOR,CTU_TFU
41804,AIG1511_LF,AIG1511_LF       TK1510 ,CTU_TFU
41805,AIG1512_LF,AIG1512_LF       TK1510 ,CTU_TFU
41806,AIG1513_LF,AIG1513_LF       TK1520 ,CTU_TFU
41807,AIG1514_LF,AIG1514_LF       TK1520 ,CTU_TFU
41808,AIG1515_LF,AIG1515_LF       TK1530 ,CTU_TFU
41809,AIG1516_LF,AIG1516_LF       TK1540 ,CTU_TFU
41810,AIG1517_LF,AIG1517_LF       TK1550 ,CTU_TFU
41811,AIG1518_LF,AIG1518_LF       TK1560 ,CTU_TFU
41812,AIG1519_LF,AIG1519_LF       TK1561 ,CTU_TFU
41813,AIG1520_LF,AIG1520_LF       TK1561 ,CTU_TFU
41814,AIG1521_LF,AIG1521_LF       P1520  ,CTU_TFU
41815,AIG1522_LF,AIG1522_LF       P1550  ,CTU_TFU
41816,AIG1611_LF,AIG1611_LF       TK1610A,CTU_TFU
41817,AIG1612_LF,AIG1612_LF       TK1610A,CTU_TFU
41818,AIG1613_LF,AIG1613_LF       TK1610B,CTU_TFU
41819,AIG1614_LF,AIG1614_LF       TK1610B,CTU_TFU
41820,AIG1615_LF,AIG1615_LF       PT1620A,CTU_TFU
41821,AIG1711_LF,AIG1711_LF       F6122 G,CTU_TFU
41822,AIG1712_LF,AIG1712_LF       F6421 G,CTU_TFU
41823,AIG1713_LF,AIG1713_LF       F6821 G,CTU_TFU
41824,AIG1714_LF,AIG1714_LF       F6721 G,CTU_TFU
41825,AIG1715_LF,AIG1715_LF       F6225 G,CTU_TFU
41826,AIG1717_LF,AIG1717_LF       PUMP ST,CTU_TFU
41827,AIG1718_LF,AIG1718_LF       SPHERIC,CTU_TFU
41828,AIG1719_LF,AIG1719_LF       METER S,CTU_TFU
41829,AIG1811_LF,AIG1811_LF       CKB TRU,CTU_TFU
41830,AIG1812_LF,AIG1812_LF       MXL TRU,CTU_TFU
41831,DEV4531_LF,DEV4531_LF       COMMAND,CTU_TFU
41832,DEV4561_LF,DEV4561_LF       COMMAND,CTU_TFU
41833,HSDV4710B_LF,HS4710B_LF       DV4710 ,CTU_TFU
41834,HSDV4511B_LF,HS4511B_LF       DV4511 ,CTU_TFU
41835,HSDV4512B_LF,HS4512B_LF       DV4512 ,CTU_TFU
41836,HSDV4513B_LF,HS4513B_LF       DV4513 ,CTU_TFU
41837,HSDV4514B_LF,HS4514B_LF       DV4514 ,CTU_TFU
41838,HSDV4521B_LF,HS4521B_LF       DV4521 ,CTU_TFU
41839,HSDV4522B_LF,HS4522B_LF       DV4522 ,CTU_TFU
41840,HSXV4523B_LF,HS4523B_LF       XV4523 ,CTU_TFU
41841,HSDV4531B_LF,HS4531B_LF       DV4531 ,CTU_TFU
